id,label 
high3790_14,A
high3790_15,B
high3790_16,A
high3790_17,D
high3790_18,A
high3791_0,A
high3791_1,D
high3791_2,A
high3791_3,A
high3791_4,A
high3791_5,A
high3791_6,A
high3791_7,A
high3791_8,A
high3791_9,A
high3791_10,A
high3791_11,A
high3791_12,A
high3791_13,A
high3791_14,A
high3791_15,A
high3791_16,A
high3791_17,A
high3791_18,A
high3792_0,B
high3792_1,A
high3792_2,B
high3792_3,A
high3792_4,A
high3792_5,A
high3792_6,A
high3792_7,A
high3792_8,A
high3792_9,C
high3792_10,A
high3792_11,B
high3792_12,A
high3792_13,A
high3792_14,A
high3792_15,A
high3792_16,A
high3792_17,A
high3792_18,A
high3793_0,A
high3793_1,C
high3793_2,A
high3793_3,A
high3793_4,A
high3793_5,A
high3793_6,A
high3793_7,C
high3793_8,A
high3793_9,A
high3793_10,A
high3793_11,A
high3793_12,A
high3793_13,A
high3793_14,A
high3793_15,A
high3793_16,A
high3794_0,A
high3794_1,A
high3794_2,A
high3794_3,A
high3794_4,A
high3794_5,A
high3794_6,A
high3794_7,A
high3794_8,A
high3794_9,A
high3794_10,A
high3794_11,A
high3794_12,A
high3794_13,A
high3794_14,A
high3794_15,A
high3794_16,A
high3794_17,A
high3794_18,A
high3795_0,A
high3795_1,B
high3795_2,A
high3795_3,A
high3795_4,A
high3795_5,A
high3795_6,A
high3795_7,A
high3795_8,A
high3795_9,A
high3795_10,A
high3795_11,A
high3795_12,A
high3795_13,A
high3795_14,B
high3795_15,A
high3795_16,A
high3795_17,A
high3795_18,A
high3795_19,A
high3796_0,A
high3796_1,A
high3796_2,A
high3796_3,A
high3796_4,A
high3796_5,D
high3796_6,A
high3796_7,A
high3796_8,A
high3796_9,A
high3796_10,A
high3796_11,A
high3796_12,A
high3796_13,B
high3796_14,A
high3797_0,A
high3797_1,A
high3797_2,A
high3797_3,A
high3797_4,A
high3797_5,A
high3797_6,A
high3797_7,A
high3797_8,A
high3797_9,A
high3797_10,C
high3797_11,A
high3797_12,A
high3797_13,A
high3797_14,A
high3797_15,A
high3797_16,B
high3797_17,A
high3797_18,A
high3798_0,A
high3798_1,A
high3798_2,A
high3798_3,C
high3798_4,B
high3798_5,A
high3798_6,A
high3798_7,C
high3798_8,A
high3798_9,B
high3798_10,D
high3798_11,A
high3798_12,A
high3798_13,D
high3798_14,A
high3798_15,A
high3798_16,A
high3799_0,A
high3799_1,A
high3799_2,A
high3799_3,A
high3799_4,A
high3799_5,A
high3799_6,A
high3799_7,A
high3799_8,A
high3799_9,A
high3799_10,A
high3799_11,A
high3799_12,A
high3799_13,A
high3799_14,A
high3799_15,A
high3799_16,A
high3799_17,A
high3799_18,A
high3800_0,A
high3800_1,A
high3800_2,A
high3800_3,A
high3800_4,A
high3800_5,A
high3800_6,B
high3800_7,C
high3800_8,A
high3800_9,A
high3800_10,A
high3801_0,A
high3801_1,A
high3801_2,A
high3801_3,A
high3801_4,A
high3801_5,A
high3801_6,D
high3801_7,A
high3801_8,A
high3801_9,A
high3801_10,A
high3801_11,A
high3801_12,B
high3801_13,A
high3801_14,A
high3801_15,D
high3801_16,A
high3801_17,A
high3801_18,A
high3801_19,A
high3802_0,A
high3802_1,A
high3802_2,A
high3802_3,A
high3802_4,A
high3802_5,A
high3802_6,A
high3802_7,A
high3802_8,A
high3802_9,A
high3802_10,A
high3802_11,A
high3802_12,A
high3802_13,A
high3802_14,A
high3802_15,A
high3802_16,A
high3802_17,A
high3802_18,D
high3803_0,A
high3803_1,C
high3803_2,A
high3803_3,C
high3803_4,A
high3803_5,A
high3803_6,A
high3803_7,A
high3803_8,A
high3803_9,A
high3803_10,A
high3803_11,A
high3803_12,B
high3803_13,D
high3803_14,A
high3803_15,A
high3803_16,B
high3803_17,B
high3804_0,A
high3804_1,A
high3804_2,A
high3804_3,A
high3804_4,A
high3804_5,D
high3804_6,B
high3804_7,A
high3804_8,C
high3804_9,A
high3804_10,A
high3804_11,C
high3804_12,A
high3804_13,C
high3804_14,A
high3805_0,A
high3805_1,A
high3805_2,A
high3805_3,C
high3805_4,A
high3805_5,A
high3805_6,A
high3805_7,A
high3805_8,A
high3805_9,D
high3805_10,A
high3805_11,C
high3805_12,D
high3805_13,A
high3805_14,B
high3805_15,A
high3805_16,B
high3805_17,D
high3806_0,A
high3806_1,C
high3806_2,A
high3806_3,A
high3806_4,A
high3806_5,B
high3806_6,A
high3806_7,A
high3806_8,D
high3806_9,C
high3806_10,A
high3806_11,A
high3806_12,A
high3806_13,A
high3806_14,A
high3806_15,B
high3806_16,A
high3807_0,A
high3807_1,A
high3807_2,A
high3807_3,A
high3807_4,A
high3807_5,A
high3807_6,A
high3807_7,A
high3807_8,A
high3807_9,A
high3807_10,C
high3807_11,A
high3807_12,A
high3807_13,A
high3807_14,A
high3807_15,A
high3807_16,A
high3807_17,A
high3808_0,A
high3808_1,A
high3808_2,B
high3808_3,A
high3808_4,B
high3808_5,B
high3808_6,C
high3808_7,A
high3808_8,A
high3808_9,A
high3808_10,A
high3808_11,A
high3808_12,A
high3808_13,A
high3809_0,C
high3809_1,B
high3809_2,A
high3809_3,B
high3809_4,A
high3809_5,C
high3809_6,B
high3809_7,D
high3809_8,A
high3809_9,A
high3809_10,A
high3809_11,A
high3809_12,A
high3809_13,A
high3809_14,C
high3809_15,A
high3809_16,A
high3809_17,A
high3809_18,A
high3809_19,A
high3810_0,C
high3810_1,A
high3810_2,A
high3810_3,A
high3810_4,A
high3810_5,A
high3810_6,D
high3810_7,A
high3810_8,C
high3810_9,A
high3810_10,A
high3810_11,A
high3810_12,A
high3810_13,A
high3810_14,D
high3811_0,A
high3811_1,A
high3811_2,A
high3811_3,A
high3811_4,A
high3811_5,A
high3811_6,A
high3811_7,A
high3812_0,A
high3812_1,A
high3812_2,A
high3812_3,A
high3812_4,A
high3812_5,A
high3812_6,A
high3812_7,A
high3812_8,A
high3812_9,A
high3812_10,A
high3812_11,A
high3812_12,A
high3812_13,A
high3812_14,A
high3812_15,A
high3812_16,A
high3812_17,A
high3812_18,A
high3812_19,A
high3813_0,A
high3813_1,A
high3813_2,C
high3813_3,A
high3813_4,A
high3813_5,A
high3813_6,A
high3813_7,A
high3813_8,A
high3813_9,A
high3813_10,A
high3813_11,A
high3813_12,A
high3813_13,A
high3813_14,A
high3813_15,A
high3813_16,A
high3813_17,A
high3814_0,A
high3814_1,A
high3814_2,A
high3814_3,A
high3814_4,A
high3814_5,A
high3814_6,A
high3814_7,A
high3814_8,A
high3814_9,A
high3814_10,A
high3814_11,A
high3814_12,A
high3814_13,A
high3814_14,A
high3814_15,A
high3814_16,A
high3814_17,A
high3815_0,A
high3815_1,C
high3815_2,A
high3815_3,A
high3815_4,A
high3815_5,A
high3815_6,A
high3815_7,D
high3815_8,A
high3815_9,B
high3815_10,A
high3815_11,C
high3815_12,A
high3815_13,A
high3815_14,A
high3815_15,A
high3815_16,A
high3815_17,A
high3815_18,A
high3815_19,A
high3816_0,A
high3816_1,A
high3816_2,A
high3816_3,A
high3816_4,C
high3816_5,A
high3816_6,A
high3816_7,B
high3816_8,A
high3816_9,A
high3816_10,C
high3816_11,A
high3816_12,A
high3816_13,A
high3816_14,A
high3816_15,C
high3816_16,B
high3816_17,A
high3816_18,A
high3817_0,B
high3817_1,A
high3817_2,B
high3817_3,C
high3817_4,C
high3817_5,A
high3817_6,A
high3817_7,A
high3817_8,B
high3817_9,D
high3817_10,A
high3817_11,A
high3817_12,A
high3817_13,A
high3817_14,D
high3817_15,A
high3817_16,D
high3817_17,B
high3818_0,A
high3818_1,A
high3818_2,A
high3818_3,A
high3818_4,A
high3818_5,C
high3818_6,D
high3818_7,A
high3818_8,A
high3818_9,C
high3818_10,A
high3818_11,A
high3818_12,D
high3818_13,A
high3818_14,A
high3818_15,A
high3818_16,A
high3818_17,D
high3819_0,A
high3819_1,A
high3819_2,A
high3819_3,A
high3819_4,A
high3819_5,A
high3819_6,A
high3819_7,A
high3819_8,A
high3819_9,A
high3819_10,A
high3819_11,A
high3819_12,A
high3819_13,A
high3819_14,A
high3819_15,A
high3819_16,A
high3820_0,A
high3820_1,B
high3820_2,A
high3820_3,A
high3820_4,A
high3820_5,D
high3820_6,A
high3820_7,A
high3820_8,A
high3820_9,A
high3820_10,A
high3820_11,C
high3820_12,A
high3820_13,A
high3820_14,A
high3820_15,A
high3820_16,A
high3820_17,A
high3821_0,B
high3821_1,A
high3821_2,A
high3821_3,A
high3821_4,A
high3821_5,A
high3821_6,A
high3821_7,A
high3821_8,A
high3821_9,A
high3822_0,A
high3822_1,A
high3822_2,A
high3822_3,A
high3822_4,A
high3822_5,A
high3822_6,A
high3822_7,A
high3822_8,A
high3822_9,A
high3822_10,A
high3822_11,A
high3822_12,A
high3823_0,A
high3823_1,A
high3823_2,A
high3823_3,A
high3823_4,A
high3823_5,A
high3823_6,A
high3823_7,D
high3823_8,B
high3823_9,A
high3823_10,A
high3823_11,A
high3823_12,A
high3823_13,A
high3823_14,A
high3823_15,A
high3823_16,A
high3823_17,C
high3823_18,A
high3823_19,A
high3824_0,A
high3824_1,A
high3824_2,A
high3824_3,A
high3824_4,A
high3824_5,A
high3824_6,A
high3824_7,A
high3824_8,A
high3824_9,A
high3824_10,A
high3824_11,A
high3824_12,A
high3825_0,A
high3825_1,A
high3825_2,A
high3825_3,B
high3825_4,A
high3825_5,A
high3825_6,A
high3825_7,A
high3825_8,A
high3825_9,D
high3825_10,A
high3825_11,A
high3825_12,A
high3825_13,A
high3825_14,D
high3825_15,A
high3825_16,A
high3825_17,A
high3825_18,A
high3825_19,A
high3826_0,A
high3826_1,B
high3826_2,A
high3826_3,A
high3826_4,C
high3826_5,A
high3826_6,B
high3826_7,A
high3826_8,B
high3826_9,A
high3826_10,A
high3826_11,A
high3826_12,A
high3826_13,A
high3826_14,A
high3826_15,A
high3826_16,A
high3826_17,C
high3826_18,B
high3827_0,A
high3827_1,A
high3827_2,A
high3827_3,A
high3827_4,A
high3827_5,A
high3827_6,A
high3827_7,A
high3827_8,A
high3827_9,A
high3827_10,A
high3827_11,A
high3827_12,A
high3827_13,A
high3827_14,A
high3827_15,A
high3827_16,A
high3827_17,A
high3827_18,A
high3828_0,A
high3828_1,A
high3828_2,A
high3828_3,A
high3828_4,D
high3828_5,A
high3828_6,A
high3828_7,A
high3828_8,A
high3828_9,A
high3828_10,A
high3828_11,A
high3828_12,A
high3828_13,A
high3828_14,A
high3828_15,A
high3828_16,A
high3829_0,B
high3829_1,A
high3829_2,A
high3829_3,A
high3829_4,A
high3829_5,A
high3829_6,A
high3829_7,A
high3829_8,A
high3829_9,A
high3829_10,C
high3830_0,D
high3830_1,A
high3830_2,C
high3830_3,B
high3830_4,A
high3830_5,A
high3830_6,A
high3830_7,A
high3830_8,C
high3830_9,B
high3830_10,A
high3830_11,A
high3830_12,A
high3830_13,A
high3830_14,A
high3830_15,A
high3830_16,A
high3830_17,A
high3830_18,B
high3831_0,D
high3831_1,A
high3831_2,A
high3831_3,A
high3831_4,A
high3831_5,A
high3831_6,A
high3831_7,A
high3831_8,B
high3831_9,A
high3831_10,C
high3831_11,B
high3831_12,A
high3831_13,A
high3831_14,A
high3831_15,A
high3831_16,A
high3831_17,A
high3831_18,A
high3831_19,B
high3832_0,A
high3832_1,A
high3832_2,A
high3832_3,A
high3832_4,A
high3832_5,A
high3832_6,A
high3832_7,A
high3832_8,A
high3832_9,B
high3832_10,A
high3832_11,A
high3832_12,A
high3832_13,A
high3832_14,A
high3832_15,A
high3832_16,A
high3832_17,A
high3832_18,A
high3832_19,A
high3833_0,A
high3833_1,D
high3833_2,A
high3833_3,A
high3833_4,B
high3833_5,A
high3833_6,A
high3833_7,A
high3833_8,A
high3833_9,A
high3833_10,A
high3833_11,D
high3833_12,A
high3833_13,A
high3833_14,A
high3833_15,D
high3833_16,A
high3834_0,A
high3834_1,A
high3834_2,A
high3834_3,A
high3834_4,A
high3834_5,A
high3834_6,A
high3834_7,A
high3834_8,A
high3834_9,A
high3834_10,A
high3834_11,A
high3834_12,A
high3834_13,A
high3834_14,A
high3834_15,A
high3834_16,A
high3834_17,A
high3834_18,A
high3835_0,A
high3835_1,A
high3835_2,A
high3835_3,A
high3835_4,A
high3835_5,A
high3835_6,A
high3835_7,A
high3835_8,B
high3835_9,C
high3835_10,A
high3835_11,A
high3835_12,A
high3835_13,A
high3835_14,A
high3836_0,A
high3836_1,A
high3836_2,A
high3836_3,A
high3836_4,A
high3836_5,C
high3836_6,C
high3836_7,A
high3836_8,A
high3836_9,C
high3836_10,A
high3836_11,B
high3836_12,A
high3836_13,A
high3836_14,A
high3836_15,B
high3836_16,A
high3836_17,A
high3836_18,A
high3837_0,A
high3837_1,A
high3837_2,A
high3837_3,A
high3837_4,A
high3837_5,A
high3837_6,A
high3837_7,A
high3837_8,A
high3837_9,A
high3837_10,A
high3837_11,A
high3837_12,A
high3837_13,A
high3837_14,A
high3838_0,A
high3838_1,A
high3838_2,C
high3838_3,A
high3838_4,A
high3838_5,A
high3838_6,A
high3838_7,A
high3838_8,A
high3838_9,A
high3838_10,A
high3838_11,C
high3839_0,A
high3839_1,A
high3839_2,A
high3839_3,A
high3839_4,A
high3839_5,A
high3839_6,A
high3839_7,A
high3839_8,A
high3839_9,A
high3839_10,A
high3839_11,A
high3839_12,A
high3839_13,A
high3839_14,A
high3839_15,A
high3839_16,A
high3839_17,A
high3839_18,A
high3840_0,A
high3840_1,A
high3840_2,A
high3840_3,A
high3840_4,A
high3840_5,A
high3840_6,C
high3840_7,B
high3840_8,A
high3840_9,A
high3840_10,A
high3840_11,A
high3840_12,A
high3840_13,A
high3840_14,A
high3840_15,A
high3840_16,A
high3840_17,A
high3840_18,A
high3840_19,A
high3841_0,A
high3841_1,A
high3841_2,C
high3841_3,A
high3841_4,C
high3841_5,C
high3841_6,A
high3841_7,A
high3841_8,A
high3841_9,A
high3841_10,A
high3841_11,D
high3841_12,A
high3841_13,C
high3841_14,A
high3841_15,A
high3841_16,A
high3841_17,C
high3842_0,A
high3842_1,A
high3842_2,A
high3842_3,A
high3842_4,A
high3842_5,A
high3842_6,A
high3842_7,A
high3842_8,A
high3842_9,A
high3842_10,A
high3842_11,A
high3842_12,A
high3842_13,A
high3842_14,A
high3843_0,A
high3843_1,A
high3843_2,A
high3843_3,A
high3843_4,A
high3843_5,A
high3843_6,A
high3843_7,A
high3843_8,A
high3843_9,A
high3843_10,A
high3843_11,A
high3843_12,A
high3843_13,A
high3843_14,A
high3843_15,A
high3843_16,A
high3843_17,A
high3843_18,A
high3844_0,A
high3844_1,D
high3844_2,A
high3844_3,A
high3844_4,C
high3844_5,A
high3844_6,C
high3844_7,A
high3844_8,A
high3844_9,A
high3844_10,B
high3844_11,A
high3844_12,A
high3844_13,A
high3844_14,C
high3845_0,A
high3845_1,A
high3845_2,A
high3845_3,B
high3845_4,A
high3845_5,A
high3845_6,A
high3845_7,A
high3845_8,A
high3845_9,A
high3845_10,A
high3845_11,A
high3845_12,A
high3845_13,A
high3845_14,A
high3845_15,A
high3845_16,A
high3845_17,A
high3845_18,A
high3845_19,A
high3846_0,A
high3846_1,A
high3846_2,A
high3846_3,A
high3846_4,A
high3846_5,A
high3846_6,A
high3846_7,C
high3846_8,A
high3846_9,A
high3846_10,A
high3846_11,B
high3846_12,A
high3846_13,A
high3846_14,D
high3846_15,A
high3846_16,A
high3846_17,A
high3847_0,A
high3847_1,A
high3847_2,A
high3847_3,A
high3847_4,A
high3847_5,A
high3847_6,A
high3847_7,A
high3847_8,A
high3847_9,A
high3847_10,C
high3847_11,A
high3847_12,A
high3847_13,A
high3847_14,A
high3847_15,A
high3847_16,A
high3847_17,A
high3847_18,A
high3847_19,A
high3848_0,A
high3848_1,A
high3848_2,A
high3848_3,A
high3848_4,A
high3848_5,A
high3848_6,A
high3848_7,A
high3848_8,D
high3848_9,A
high3848_10,A
high3848_11,A
high3848_12,A
high3848_13,A
high3848_14,A
high3848_15,A
high3848_16,A
high3848_17,A
high3848_18,A
high3849_0,A
high3849_1,A
high3849_2,A
high3849_3,A
high3849_4,A
high3849_5,A
high3849_6,B
high3849_7,A
high3849_8,A
high3849_9,A
high3849_10,A
high3849_11,A
high3849_12,A
high3849_13,A
high3849_14,A
high3849_15,A
high3849_16,A
high3849_17,A
high3850_0,A
high3850_1,D
high3850_2,A
high3850_3,A
high3850_4,A
high3850_5,B
high3850_6,A
high3850_7,A
high3850_8,A
high3850_9,A
high3850_10,A
high3850_11,A
high3850_12,A
high3850_13,A
high3850_14,A
high3850_15,A
high3850_16,A
high3851_0,A
high3851_1,A
high3851_2,A
high3851_3,A
high3851_4,C
high3851_5,D
high3851_6,A
high3851_7,A
high3851_8,C
high3851_9,A
high3851_10,A
high3851_11,A
high3851_12,A
high3851_13,B
high3851_14,A
high3851_15,A
high3851_16,A
high3851_17,A
high3851_18,C
high3852_0,A
high3852_1,A
high3852_2,A
high3852_3,A
high3852_4,A
high3852_5,A
high3852_6,A
high3852_7,A
high3852_8,A
high3852_9,A
high3852_10,A
high3852_11,A
high3852_12,A
high3852_13,A
high3852_14,A
high3852_15,B
high3852_16,A
high3852_17,A
high3852_18,A
high3853_0,A
high3853_1,A
high3853_2,A
high3853_3,A
high3853_4,A
high3853_5,A
high3853_6,A
high3853_7,A
high3853_8,A
high3853_9,A
high3853_10,A
high3853_11,A
high3853_12,A
high3853_13,A
high3853_14,A
high3853_15,A
high3853_16,A
high3853_17,A
high3853_18,A
high3854_0,A
high3854_1,A
high3854_2,A
high3854_3,A
high3854_4,A
high3854_5,A
high3855_0,A
high3855_1,C
high3855_2,A
high3855_3,A
high3855_4,A
high3855_5,A
high3855_6,A
high3855_7,A
high3855_8,A
high3855_9,A
high3855_10,A
high3855_11,A
high3855_12,A
high3855_13,A
high3855_14,B
high3855_15,A
high3855_16,A
high3855_17,A
high3855_18,A
high3856_0,A
high3856_1,A
high3856_2,A
high3856_3,A
high3856_4,A
high3856_5,A
high3856_6,A
high3856_7,A
high3856_8,D
high3856_9,D
high3856_10,A
high3856_11,A
high3856_12,A
high3856_13,A
high3856_14,B
high3856_15,B
high3857_0,A
high3857_1,A
high3857_2,A
high3857_3,A
high3857_4,A
high3857_5,A
high3857_6,A
high3857_7,A
high3857_8,A
high3857_9,A
high3857_10,A
high3857_11,A
high3857_12,A
high3857_13,C
high3857_14,D
high3857_15,A
high3857_16,B
high3857_17,A
high3857_18,A
high3857_19,A
high3858_0,A
high3858_1,A
high3858_2,C
high3858_3,A
high3858_4,A
high3858_5,A
high3858_6,A
high3858_7,A
high3858_8,B
high3859_0,C
high3859_1,A
high3859_2,A
high3859_3,A
high3859_4,A
high3859_5,A
high3859_6,A
high3859_7,A
high3859_8,A
high3859_9,A
high3859_10,A
high3859_11,B
high3859_12,A
high3859_13,A
high3859_14,A
high3859_15,A
high3859_16,A
high3860_0,C
high3860_1,A
high3860_2,A
high3860_3,A
high3860_4,A
high3860_5,A
high3860_6,B
high3860_7,A
high3860_8,A
high3860_9,C
high3860_10,B
high3861_0,A
high3861_1,A
high3861_2,A
high3861_3,A
high3861_4,A
high3861_5,A
high3861_6,A
high3861_7,A
high3861_8,A
high3861_9,A
high3861_10,A
high3861_11,A
high3861_12,A
high3861_13,A
high3861_14,A
high3861_15,A
high3861_16,A
high3861_17,A
high3861_18,A
high3862_0,A
high3862_1,A
high3862_2,A
high3862_3,A
high3862_4,C
high3862_5,A
high3862_6,A
high3862_7,A
high3862_8,A
high3862_9,A
high3862_10,A
high3862_11,A
high3862_12,A
high3862_13,A
high3862_14,A
high3862_15,A
high3862_16,B
high3862_17,A
high3863_0,A
high3863_1,A
high3863_2,A
high3863_3,A
high3863_4,A
high3863_5,A
high3863_6,A
high3863_7,A
high3863_8,A
high3863_9,A
high3863_10,A
high3863_11,C
high3863_12,A
high3863_13,A
high3863_14,A
high3864_0,A
high3864_1,B
high3864_2,A
high3864_3,A
high3864_4,A
high3864_5,D
high3864_6,A
high3864_7,A
high3864_8,A
high3864_9,A
high3864_10,A
high3864_11,A
high3864_12,A
high3864_13,A
high3864_14,A
high3864_15,D
high3864_16,A
high3864_17,A
high3865_0,A
high3865_1,A
high3865_2,A
high3865_3,A
high3865_4,A
high3865_5,A
high3865_6,A
high3865_7,A
high3865_8,A
high3865_9,A
high3865_10,A
high3865_11,A
high3865_12,A
high3865_13,A
high3865_14,A
high3865_15,A
high3865_16,A
high3865_17,A
high3865_18,A
high3866_0,A
high3866_1,A
high3866_2,A
high3866_3,A
high3866_4,A
high3866_5,A
high3866_6,A
high3866_7,A
high3866_8,A
high3866_9,A
high3866_10,A
high3866_11,A
high3866_12,A
high3866_13,A
high3866_14,A
high3866_15,A
high3866_16,A
high3866_17,A
high3866_18,A
high3867_0,A
high3867_1,A
high3867_2,A
high3867_3,A
high3867_4,A
high3867_5,A
high3867_6,A
high3867_7,A
high3867_8,B
high3867_9,A
high3867_10,A
high3867_11,A
high3867_12,A
high3867_13,A
high3867_14,A
high3867_15,A
high3867_16,C
high3867_17,A
high3867_18,A
high3868_0,A
high3868_1,A
high3868_2,A
high3868_3,A
high3868_4,A
high3868_5,A
high3868_6,A
high3868_7,A
high3868_8,A
high3868_9,A
high3868_10,A
high3868_11,A
high3868_12,A
high3868_13,A
high3868_14,A
high3868_15,A
high3868_16,A
high3868_17,A
high3868_18,A
high3869_0,A
high3869_1,A
high3869_2,A
high3869_3,A
high3869_4,A
high3869_5,A
high3869_6,A
high3869_7,A
high3869_8,A
high3869_9,C
high3869_10,A
high3869_11,A
high3869_12,A
high3869_13,A
high3869_14,A
high3869_15,A
high3869_16,A
high3869_17,A
high3869_18,A
high3869_19,A
high3870_0,A
high3870_1,A
high3870_2,A
high3870_3,A
high3870_4,A
high3870_5,A
high3870_6,A
high3870_7,A
high3870_8,A
high3870_9,A
high3870_10,A
high3870_11,A
high3870_12,A
high3870_13,A
high3870_14,A
high3870_15,A
high3870_16,A
high3870_17,A
high3870_18,A
high3870_19,A
high3871_0,D
high3871_1,A
high3871_2,A
high3871_3,A
high3871_4,D
high3871_5,C
high3871_6,A
high3871_7,A
high3871_8,A
high3871_9,A
high3871_10,A
high3871_11,A
high3871_12,A
high3871_13,A
high3871_14,D
high3871_15,A
high3871_16,B
high3872_0,A
high3872_1,A
high3872_2,A
high3872_3,A
high3872_4,A
high3872_5,A
high3872_6,A
high3872_7,A
high3872_8,A
high3872_9,A
high3872_10,A
high3872_11,A
high3872_12,A
high3872_13,A
high3872_14,A
high3872_15,A
high3872_16,A
high3873_0,A
high3873_1,A
high3873_2,A
high3873_3,A
high3873_4,A
high3873_5,A
high3873_6,A
high3873_7,A
high3873_8,A
high3873_9,A
high3873_10,A
high3873_11,A
high3873_12,C
high3873_13,D
high3873_14,A
high3873_15,B
high3873_16,A
high3873_17,A
high3874_0,A
high3874_1,A
high3874_2,A
high3874_3,A
high3874_4,A
high3874_5,A
high3874_6,A
high3874_7,A
high3874_8,A
high3874_9,A
high3874_10,A
high3874_11,A
high3874_12,A
high3874_13,C
high3874_14,A
high3874_15,A
high3874_16,A
high3874_17,A
high3874_18,A
high3875_0,A
high3875_1,A
high3875_2,A
high3875_3,A
high3875_4,A
high3875_5,A
high3875_6,A
high3875_7,A
high3875_8,A
high3875_9,A
high3875_10,A
high3875_11,A
high3875_12,A
high3875_13,A
high3875_14,A
high3875_15,A
high3876_0,A
high3876_1,A
high3876_2,A
high3876_3,A
high3876_4,A
high3876_5,A
high3876_6,A
high3876_7,A
high3876_8,A
high3876_9,A
high3876_10,A
high3876_11,A
high3876_12,A
high3876_13,A
high3876_14,A
high3877_0,A
high3877_1,A
high3877_2,A
high3877_3,A
high3877_4,A
high3877_5,A
high3877_6,A
high3877_7,A
high3877_8,A
high3877_9,A
high3877_10,A
high3877_11,A
high3877_12,B
high3877_13,A
high3877_14,A
high3877_15,A
high3877_16,A
high3877_17,A
high3877_18,A
high3878_0,A
high3878_1,A
high3878_2,A
high3878_3,A
high3878_4,A
high3878_5,A
high3878_6,A
high3878_7,A
high3878_8,A
high3878_9,A
high3878_10,A
high3878_11,A
high3878_12,A
high3878_13,A
high3878_14,A
high3878_15,A
high3878_16,A
high3878_17,A
high3878_18,A
high3879_0,A
high3879_1,D
high3879_2,A
high3879_3,A
high3879_4,A
high3879_5,A
high3879_6,A
high3879_7,A
high3879_8,A
high3879_9,B
high3879_10,A
high3879_11,A
high3879_12,A
high3879_13,A
high3879_14,A
high3879_15,A
high3879_16,A
high3879_17,A
high3880_0,A
high3880_1,A
high3880_2,A
high3880_3,A
high3880_4,A
high3880_5,A
high3880_6,A
high3880_7,A
high3880_8,A
high3880_9,A
high3880_10,A
high3880_11,A
high3880_12,A
high3880_13,A
high3880_14,A
high3880_15,A
high3880_16,A
high3880_17,A
high3881_0,A
high3881_1,A
high3881_2,A
high3881_3,A
high3881_4,A
high3881_5,A
high3881_6,A
high3881_7,A
high3881_8,A
high3881_9,A
high3881_10,A
high3881_11,A
high3881_12,A
high3881_13,A
high3881_14,A
high3881_15,A
high3881_16,A
high3882_0,A
high3882_1,D
high3882_2,B
high3882_3,A
high3882_4,D
high3882_5,B
high3882_6,A
high3882_7,B
high3882_8,C
high3882_9,A
high3882_10,A
high3882_11,D
high3882_12,A
high3882_13,C
high3882_14,A
high3883_0,A
high3883_1,A
high3883_2,A
high3883_3,D
high3883_4,B
high3883_5,A
high3883_6,C
high3883_7,A
high3883_8,A
high3883_9,A
high3883_10,A
high3883_11,D
high3883_12,D
high3883_13,C
high3883_14,A
high3883_15,A
high3883_16,A
high3883_17,A
high3884_0,A
high3884_1,A
high3884_2,A
high3884_3,A
high3884_4,A
high3884_5,A
high3884_6,A
high3884_7,A
high3884_8,A
high3884_9,A
high3884_10,A
high3884_11,A
high3884_12,A
high3884_13,A
high3884_14,A
high3884_15,A
high3884_16,A
high3884_17,A
high3884_18,A
high3885_0,A
high3885_1,A
high3885_2,C
high3885_3,A
high3885_4,A
high3885_5,A
high3885_6,A
high3885_7,A
high3885_8,A
high3885_9,A
high3885_10,A
high3885_11,A
high3886_0,A
high3886_1,C
high3886_2,A
high3886_3,A
high3886_4,A
high3886_5,A
high3886_6,A
high3886_7,A
high3886_8,A
high3886_9,A
high3886_10,A
high3886_11,A
high3886_12,D
high3886_13,C
high3886_14,A
high3886_15,A
high3886_16,B
high3886_17,A
high3886_18,C
high3886_19,B
high3887_0,C
high3887_1,A
high3887_2,A
high3887_3,A
high3887_4,A
high3887_5,A
high3887_6,A
high3887_7,A
high3887_8,A
high3887_9,A
high3887_10,A
high3887_11,A
high3887_12,A
high3887_13,A
high3887_14,A
high3887_15,A
high3887_16,A
high3887_17,A
high3887_18,A
high3888_0,B
high3888_1,A
high3888_2,B
high3888_3,A
high3888_4,D
high3888_5,C
high3888_6,C
high3888_7,A
high3888_8,A
high3888_9,C
high3888_10,A
high3888_11,A
high3888_12,C
high3888_13,A
high3888_14,A
high3888_15,A
high3888_16,C
high3888_17,D
high3889_0,A
high3889_1,A
high3889_2,A
high3889_3,A
high3889_4,A
high3889_5,A
high3889_6,A
high3889_7,A
high3889_8,B
high3889_9,A
high3889_10,A
high3889_11,A
high3889_12,A
high3889_13,A
high3889_14,A
high3889_15,A
high3889_16,A
high3889_17,A
high3889_18,A
high3889_19,A
high3890_0,A
high3890_1,A
high3890_2,A
high3890_3,A
high3890_4,A
high3890_5,A
high3890_6,A
high3890_7,A
high3890_8,A
high3890_9,D
high3890_10,A
high3890_11,A
high3890_12,A
high3890_13,A
high3890_14,A
high3890_15,A
high3890_16,A
high3890_17,A
high3890_18,A
high3891_0,A
high3891_1,A
high3891_2,A
high3891_3,A
high3891_4,A
high3891_5,A
high3891_6,A
high3891_7,A
high3891_8,A
high3891_9,A
high3891_10,A
